order,season,episode,character_killed,killer,method,method_cat,location,importance
1072,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1073,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1074,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1075,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1076,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1077,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1078,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1079,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1080,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1081,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1082,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1083,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1084,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1085,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1086,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1087,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1088,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1089,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1090,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1091,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1092,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1093,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1094,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1095,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1096,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1097,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1098,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1099,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1100,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1101,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1102,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1103,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1104,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1105,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1106,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1107,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1108,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1109,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1110,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1111,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1112,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1113,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1114,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1115,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1116,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1117,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1118,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1119,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1120,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1121,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1122,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1123,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1124,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1125,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1126,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1127,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1128,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1129,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1130,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1131,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1132,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1133,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1134,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1135,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1136,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1137,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1138,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1139,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1140,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1141,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1142,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1143,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1144,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1145,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1146,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1147,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1148,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1149,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1150,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1151,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1152,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1153,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1154,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1155,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1156,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1157,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1158,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1159,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1160,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1161,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1162,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1163,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1164,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1165,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1166,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1167,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1168,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1169,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1170,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1171,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1172,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1173,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1174,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1175,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1176,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1177,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1178,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1179,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1180,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1181,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1182,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1183,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1184,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1185,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1186,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1187,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1188,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1189,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1190,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1191,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1192,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1193,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1194,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1195,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1196,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1197,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1198,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1199,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1200,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1201,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1202,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1203,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1204,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1205,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1206,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1207,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1208,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1209,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1210,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1211,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1212,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1213,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1214,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1215,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1216,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1217,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1218,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1219,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1220,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1221,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1222,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1223,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1224,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1225,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1226,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1227,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1228,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1229,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1230,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1231,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1232,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1233,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1234,6,10,King’s Landing nobility,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1235,6,10,Peasant,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1236,6,10,Peasant,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1237,6,10,Peasant,Cersei Lannister,Bell,Crushing,King’s Landing,1.0
1238,6,10,Peasant,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1239,6,10,Peasant,Cersei Lannister,Wildfire,Fire/Burning,King’s Landing,1.0
1240,6,10,Tommen Baratheon,Tommen Baratheon,Falling,Falling,King’s Landing,4.0
1241,6,10,Black Walder Rivers,Arya Stark,Unknown,Unknown,The Twins,2.0
1242,6,10,Lothar Frey,Arya Stark,Unknown,Unknown,The Twins,2.0
1243,6,10,Walder Frey,Arya Stark,Knife,Blade,The Twins,4.0
1244,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1245,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1246,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1247,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1248,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1249,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1250,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1251,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1252,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1253,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1254,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1255,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1256,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1257,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1258,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1259,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1260,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1261,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1262,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1263,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1264,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1265,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1266,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1267,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1268,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1269,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1270,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1271,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1272,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1273,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1274,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1275,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1276,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1277,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1278,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1279,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1280,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1281,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1282,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1283,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1284,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1285,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1286,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1287,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1288,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1289,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1290,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1291,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,The Twins,1.0
1292,7,1,Harald Karstark,Unknown,Unknown,Unknown,Winterfell,2.0
1293,7,1,Sally,Sally's father,Knife,Blade,Riverlands,2.0
1294,7,1,Sally’s father,Himself,Knife,Blade,Riverlands,2.0
1295,7,2,Greyjoy (Yara-aligned) soldier,Euron Greyjoy,Gangplank,Crushing,Narrow Sea,1.0
1296,7,2,Greyjoy (Yara-aligned) soldier,Euron Greyjoy,Axe,Axe,Narrow Sea,1.0
1297,7,2,Greyjoy (Yara-aligned) soldier,Greyjoy (Euron-aligned) soldier,Axe,Axe,Narrow Sea,1.0
1298,7,2,Greyjoy (Yara-aligned) soldier,Greyjoy (Euron-aligned) soldier,Axe,Axe,Narrow Sea,1.0
1299,7,2,Greyjoy (Yara-aligned) soldier,Greyjoy (Euron-aligned) soldier,Axe,Axe,Narrow Sea,1.0
1300,7,2,Greyjoy (Euron-aligned) soldier,Theon Greyjoy,Sword,Blade,Narrow Sea,1.0
1301,7,2,Greyjoy (Euron-aligned) soldier,Theon Greyjoy,Sword,Blade,Narrow Sea,1.0
1302,7,2,Greyjoy (Euron-aligned) soldier,Yara Greyjoy,Sword,Blade,Narrow Sea,1.0
1303,7,2,Greyjoy (Euron-aligned) soldier,Yara Greyjoy,Sword,Blade,Narrow Sea,1.0
1304,7,2,Greyjoy (Euron-aligned) soldier,Yara Greyjoy,Sword,Blade,Narrow Sea,1.0
1305,7,2,Greyjoy (Euron-aligned) soldier,Yara Greyjoy,Sword,Blade,Narrow Sea,1.0
1306,7,2,Greyjoy (Yara-aligned) soldier,Greyjoy (Euron-aligned) soldier,Spiked knuckles,Bludgeon,Narrow Sea,1.0
1307,7,2,Greyjoy (Yara-aligned) soldier,Euron Greyjoy,Axe,Axe,Narrow Sea,1.0
1308,7,2,Greyjoy (Yara-aligned) soldier,Euron Greyjoy,Axe,Axe,Narrow Sea,1.0
1309,7,2,Greyjoy (Euron-aligned) soldier,Yara Greyjoy,Sword,Blade,Narrow Sea,1.0
1310,7,2,Greyjoy (Euron-aligned) soldier,Yara Greyjoy,Sword,Blade,Narrow Sea,1.0
1311,7,2,Greyjoy (Euron-aligned) soldier,Tyene Sand,Knife,Blade,Narrow Sea,1.0
1312,7,2,Greyjoy (Euron-aligned) soldier,Theon Greyjoy,Sword,Blade,Narrow Sea,1.0
1313,7,2,Greyjoy (Euron-aligned) soldier,Theon Greyjoy,Sword,Blade,Narrow Sea,1.0
1314,7,2,Greyjoy (Euron-aligned) soldier,Yara Greyjoy,Sword,Blade,Narrow Sea,1.0
1315,7,2,Greyjoy (Yara-aligned) soldier,Greyjoy (Euron-aligned) soldier,Flaming missile,Fire/Burning,Narrow Sea,1.0
1316,7,2,Greyjoy (Euron-aligned) soldier,Yara Greyjoy,Sword,Blade,Narrow Sea,1.0
1317,7,2,Greyjoy (Yara-aligned) soldier,Euron Greyjoy,Axe,Axe,Narrow Sea,1.0
1318,7,2,Greyjoy (Yara-aligned) soldier,Euron Greyjoy,Axe,Axe,Narrow Sea,1.0
1319,7,2,Greyjoy (Euron-aligned) soldier,Tyene Sand,Knife,Blade,Narrow Sea,1.0
1320,7,2,Greyjoy (Euron-aligned) soldier,Tyene Sand,Knife,Blade,Narrow Sea,1.0
1321,7,2,Obara Sand,Euron Greyjoy,Spear,Polearm,Narrow Sea,3.0
1322,7,2,Greyjoy (Euron-aligned) soldier,Nymeria Sand,Knife,Blade,Narrow Sea,1.0
1323,7,2,Nymeria Sand,Euron Greyjoy,Hands/Whip,Hands,Narrow Sea,3.0
1324,7,2,Greyjoy (Euron-aligned) soldier,Yara Greyjoy,Falling,Falling,Narrow Sea,1.0
1325,7,2,Greyjoy (Yara-aligned) soldier,Euron Greyjoy,Axe,Axe,Narrow Sea,1.0
1326,7,2,Greyjoy (Euron-aligned) soldier,Euron Greyjoy,Axe,Axe,Narrow Sea,1.0
1327,7,2,Greyjoy (Euron-aligned) soldier,Theon Greyjoy,Sword,Blade,Narrow Sea,1.0
1328,7,2,Greyjoy (Yara-aligned) soldier,Greyjoy (Euron-aligned) soldier,Sword,Blade,Narrow Sea,1.0
